,nameQuad,voltage,subOr,subEx,xOr,yOr,xEx,yEx
928,line_928,225.0,sub_3404,sub_409,3.29899067190188,46.283104862064896,3.37188883938923,46.534989052107704
929,line_929,63.0,sub_3404,sub_3795,3.29899067190188,46.283104862064896,3.41942783755823,46.3054557209957
930,line_930,63.0,sub_3404,sub_1261,3.29899067190188,46.283104862064896,3.4446985018291802,46.1347446841212
931,line_931,63.0,sub_3404,sub_3795,3.29899067190188,46.283104862064896,3.41942783755823,46.3054557209957
932,line_932,63.0,sub_3404,sub_1261,3.29899067190188,46.283104862064896,3.4446985018291802,46.1347446841212
933,line_933,225.0,sub_2113,sub_4571,3.28781033201438,46.2794721494248,3.4318925444660198,46.223810779731906
934,line_934,225.0,sub_2113,sub_4789,3.28781033201438,46.2794721494248,2.81153947198817,46.3062492626754
935,line_935,400.0,sub_2113,sub_4373,3.28781033201438,46.2794721494248,3.2743182958957004,45.822617667755296
936,line_936,225.0,sub_2113,sub_327,3.28781033201438,46.2794721494248,3.35188883938923,46.534989052107704
937,line_937,225.0,sub_2113,sub_1290,3.28781033201438,46.2794721494248,3.0565938631401,45.8898935047792
938,line_938,225.0,sub_2113,sub_1593,3.28781033201438,46.2794721494248,3.4228557721216397,46.2092425383627
939,line_939,400.0,sub_5006,sub_6,3.28781033201438,46.267716444379,2.8655104543887298,47.514774709964705
940,line_940,400.0,sub_5006,sub_1108,3.28781033201438,46.267716444379,4.10775483756972,46.08324491329989
941,line_941,400.0,sub_5006,sub_2251,3.28781033201438,46.267716444379,2.25105930326689,47.1018205892791
942,line_942,400.0,sub_5006,sub_593,3.28781033201438,46.267716444379,3.2631379560082103,45.8189849551153
943,line_943,400.0,sub_5006,sub_1108,3.28781033201438,46.267716444379,4.10775483756972,46.08324491329989
944,line_944,400.0,sub_5006,sub_2251,3.28781033201438,46.267716444379,2.25105930326689,47.1018205892791
945,line_945,400.0,sub_5006,sub_1293,3.28781033201438,46.267716444379,3.2040404315026003,46.9851724772333
946,line_946,400.0,sub_3404,sub_2113,3.29899067190188,46.283104862064896,3.28781033201438,46.2794721494248
947,line_947,400.0,sub_3404,sub_2113,3.29899067190188,46.283104862064896,3.28781033201438,46.2794721494248
948,line_948,400.0,sub_2113,sub_5006,3.28781033201438,46.2794721494248,3.28781033201438,46.267716444379
949,line_949,400.0,sub_2113,sub_5006,3.28781033201438,46.2794721494248,3.28781033201438,46.267716444379
950,line_950,400.0,sub_2113,sub_3126,3.28781033201438,46.2794721494248,3.29899067190188,46.264083731739
951,line_951,400.0,sub_5006,sub_3126,3.28781033201438,46.267716444379,3.29899067190188,46.264083731739
952,line_952,90.0,sub_4688,sub_3175,-0.674373690971147,49.25786883475799,-0.872379716248957,49.2569444837571
953,line_953,90.0,sub_4688,sub_2012,-0.674373690971147,49.25786883475799,-0.5787767649813921,49.232590229095294
954,line_954,225.0,sub_3191,sub_2274,6.33393324594217,48.4765612988859,6.23830462563751,48.648925704682206
955,line_955,63.0,sub_3191,sub_318,6.33393324594217,48.4765612988859,6.1016101868313894,48.475551567844704
956,line_956,63.0,sub_3191,sub_1331,6.33393324594217,48.4765612988859,6.36782066638083,48.446393385110504
957,line_957,225.0,sub_2080,sub_2800,4.16423728900529,49.362210517566794,4.09348875401498,49.26924750402989
958,line_958,63.0,sub_2080,sub_1933,4.16423728900529,49.362210517566794,4.35044950507904,49.5104333317814
959,line_959,225.0,sub_2080,sub_2800,4.16423728900529,49.362210517566794,4.09348875401498,49.26924750402989
960,line_960,63.0,sub_2080,sub_1933,4.16423728900529,49.362210517566794,4.35044950507904,49.5104333317814
961,line_961,63.0,sub_497,sub_1374,-0.20933250388920802,44.41448788037,-0.23296278104233398,44.5363905164356
962,line_962,63.0,sub_497,sub_3757,-0.20933250388920802,44.41448788037,-0.341229892831922,44.33260751247379
963,line_963,63.0,sub_497,sub_3390,-0.20933250388920802,44.41448788037,-0.22531044593786198,44.538086458600795
964,line_964,225.0,sub_63,sub_3236,5.01003395426808,49.671153178435794,4.74145128922363,49.7493334738129
965,line_965,63.0,sub_63,sub_3931,5.01003395426808,49.671153178435794,5.07589544134545,49.6148880538668
966,line_966,63.0,sub_418,sub_622,6.27960853343274,48.0069721734201,6.05112504803907,48.100505303283995
967,line_967,150.0,sub_418,sub_1781,6.27960853343274,48.0069721734201,6.443961341231611,47.9333815202495
968,line_968,225.0,sub_2836,sub_4981,4.15145029380653,45.303821846685494,4.17577576475575,45.2453747279033
969,line_969,225.0,sub_1617,sub_3995,7.20043115761082,43.8148591809529,7.18814913600759,43.713035622652505
970,line_970,225.0,sub_1617,sub_1601,7.20043115761082,43.8148591809529,7.31483153953861,43.7501455118651
971,line_971,225.0,sub_1617,sub_3995,7.20043115761082,43.8148591809529,7.18814913600759,43.713035622652505
